NAME_BOT,NAME_DE,FAMILY,NB_MIN_HEIGHT_CM,NB_MAX_HEIGHT_CM,NB_CONVIVIALITY,CAT_CONVIVIALITY,NB_MIN_PLANTS_IN_GROUP,NB_MAX_PLANTS_IN_GROUP,PLANTING_DISTANCE_CM,PLANTS_PER_M2,CAT_MIN_NEED_LIGHT,CAT_MAX_NEED_LIGHT,NB_MIN_NEED_LIGHT,NB_MAX_NEED_LIGHT,CAT_MIN_TIME_BLOSSOM,NB_MIN_TIME_BLOSSOM,CAT_MAX_TIME_BLOSSOM,NB_MAX_TIME_BLOSSOM,CAT_WINTERHARDY,NB_WINTERHARDY,NB_TOXIC,CAT_TOXIC,IS_FRAGRANT,IS_SUITABLE_CUT,IS_STERILE,IS_WINTERGREEN,IS_NATIVE,IS_FOR_INSECTS,IS_FOR_BEES,IS_FOR_BUMBLEBEES,IS_FOR_BUTTERFLIES,PRIMARY_COLOR_EN,PRIMARY_COLOR_DE,COLOR_LIST,AVG_HEIGHT_CM,AVG_NEED_LIGHT
Rudbeckia missouriensis,Missouri-Sonnenhut,Asteraceae,40,40,2,small group,3,10,50,4,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,yellow,gelb,gelb,40,4
Rumex acetosa,Sauerampfer,Polygonaceae,40,40,1,alone - very small group,1,3,50,4,mostly shady,very sunny,2,4,May,5,July,7,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,green,grün,rot,40,3
Rumex sanguineus,Blut-Ampfer,Polygonaceae,40,40,1,alone - very small group,1,3,50,4,mostly shady,very sunny,2,4,June,6,July,7,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,red,rot,rot,40,3
Salvia nemorosa 'Blauhügel',Steppen-Salbei,Lamiaceae,40,40,2,small group,3,10,35,8,very sunny,very sunny,4,4,June,6,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,blue,blau,blau,40,4
Salvia nemorosa 'Schneehügel',Steppen-Salbei,Lamiaceae,40,40,2,small group,3,10,35,8,very sunny,very sunny,4,4,June,6,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,white,weiß,weiß,40,4
Salvia nemorosa 'Viola Klose',Steppen-Salbei,Lamiaceae,40,40,2,small group,3,10,35,8,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,purple,violett,violett,40,4
Sanguisorba officinalis 'Tanna',Purpur-Wiesenknopf,Rosaceae,30,40,2,small group,3,10,35,8,mostly shady,very sunny,2,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,red,rot,rot,35,3
Sanicula europaea,Wald-Sanikel,Apiaceae,20,40,3,bigger groups,10,20,30,11,mostly shady,mostly sunny,2,3,May,5,June,6,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,30,2
Satureja montana,Berg-Bohnenkraut,Lamiaceae,20,40,2,small group,3,10,25,16,very sunny,very sunny,4,4,August,8,September,9,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,white,weiß,violett,30,4
Scabiosa Hybride 'Vivid Violet',Skabiose,Dipsacaceae,30,40,2,small group,3,10,30,11,very sunny,very sunny,4,4,May,5,September,9,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,purple,violett,violett,35,4
Scabiosa columbaria 'Butterfly Blue',Tauben-Skabiose,Dipsacaceae,30,40,2,small group,3,10,30,11,very sunny,very sunny,4,4,July,7,October,10,winterhardy given some support,1,0,not toxic,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,blue,blau,violett|blau,35,4
Scabiosa columbaria 'Pink Mist',Tauben-Skabiose,Dipsacaceae,30,40,2,small group,3,10,30,11,very sunny,very sunny,4,4,July,7,October,10,winterhardy given some support,1,0,not toxic,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,pink,rosa,rosa,35,4
Scabiosa ochroleuca 'Moon Dance',Gelbe Skabiose,Dipsacaceae,40,40,2,small group,3,10,30,11,very sunny,very sunny,4,4,July,7,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,gelb,40,4
Sedum Telephium-Hybride 'Purple Emperor',Purpur-Fetthenne,Crassulaceae,30,40,1,alone - very small group,1,3,45,4,very sunny,very sunny,4,4,August,8,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,35,4
Sedum spectabile 'Carl',Hohe Fetthenne,Crassulaceae,30,40,1,alone - very small group,1,3,45,4,very sunny,very sunny,4,4,August,8,September,9,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,pink,rosa,rosa|rot,35,4
Teucrium chamaedrys,"Echter Gamander, Edel-Gamander",Lamiaceae,30,40,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,white,weiß,rosa|violett,35,4
Teucrium scorodonia 'Crispum',Krauser Salbei-Gamander,Lamiaceae,20,40,1,alone - very small group,1,3,30,11,mostly shady,very sunny,2,4,July,7,August,8,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,green,grün,gelb|grün,30,3
Tradescantia x andersoniana 'Bilberry Ice',Dreimasterblume,Commelinaceae,30,40,2,small group,3,10,45,4,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,weiß|lila,35,4
Tulipa sylvestris,Weinbergs-Tulpe,Liliaceae,40,40,2,small group,3,10,10,20,mostly sunny,very sunny,3,4,April,4,May,5,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,40,4
Veronica spicata 'Blaufuchs',Blauer Ehrenpreis,Scrophulariaceae,25,40,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,blau,32.5,4
Veronica teucrium 'Knallblau',Büschel-Ehrenpreis,Scrophulariaceae,25,40,2,small group,3,10,30,11,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,blau,32.5,4
Allium schoenoprasum 'Forescate',Purpur-Schnittlauch,Alliaceae,25,35,2,small group,3,10,30,11,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,purple,violett,rot,30,4
Corydalis lutea,Gelber Lerchensporn,Fumariaceae,25,35,2,small group,3,10,35,8,mostly shady,very sunny,2,4,May,5,October,10,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,yellow,gelb,gelb,30,3
Echium amoenum 'Red Feathers',Roter Natternkopf,Boraginaceae,30,35,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,September,9,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,red,rot,rot,32.5,4
Epimedium pinnatum ssp. colchicum,Schwarzmeer-Elfenblume,Berberidaceae,25,35,3,bigger groups,10,20,30,11,very shady,mostly shady,1,2,April,4,May,5,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,purple,violett,gelb,30,2
Narcissus 'Arctic Gold',Trompeten-Narzisse,Amaryllidaceae,35,35,2,small group,3,10,20,30,mostly shady,very sunny,2,4,March,3,May,5,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,gelb,35,3
Pulmonaria officinalis 'Wuppertal',Geflecktes Lungenkraut,Boraginaceae,30,35,2,small group,3,10,30,11,mostly shady,mostly sunny,2,3,March,3,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,blue,blau,violett|blau,32.5,2
Ajuga reptans 'Catlin's Giant',Großer Purpur-Günsel,Lamiaceae,30,30,3,bigger groups,10,20,25,16,mostly sunny,very sunny,3,4,May,5,June,6,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,violett|blau,30,4
Alchemilla epipsila,Zierlicher Frauenmantel,Rosaceae,20,30,3,bigger groups,10,20,35,8,mostly sunny,very sunny,3,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb|grün,25,4
Allium senescens 'Lisa Green',Ausdauernder Berg-Lauch,Alliaceae,20,30,2,small group,3,10,25,16,very sunny,very sunny,4,4,August,8,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,green,grün,rosa,25,4
Anthoxanthum odoratum,Wohlriechendes Ruchgras,Poaceae,30,30,2,small group,3,10,30,11,mostly sunny,very sunny,3,4,May,5,July,7,winterhardy,2,1,toxic,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,green,grün,gelb,30,4
Barbarea verna,Frühlings-Barbarakraut,Brassicaceae,30,30,2,small group,3,10,20,25,mostly shady,very sunny,2,4,April,4,May,5,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb,30,3
Calla palustris,Sumpfkalla,Araceae,15,30,2,small group,3,10,30,11,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,22.5,3
Campanula rotundifolia,Rundblättrige Glockenblume,Campanulaceae,10,30,2,small group,3,10,30,11,very sunny,very sunny,4,4,May,5,October,10,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,blue,blau,violett|blau,20,4
Centaurium erythraea,Tausendgüldenkraut,Gentianaceae,20,30,2,small group,3,10,20,25,very sunny,very sunny,4,4,June,6,August,8,not winterhardy,0,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,25,4
Corydalis ochroleuca,Hellgelber Lerchensporn,Fumariaceae,20,30,2,small group,3,10,35,8,mostly shady,mostly sunny,2,3,May,5,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,yellow,gelb,weiß|gelb,25,2
Corydalis solida ssp. solida 'Mix',Gefingerter Lerchensporn,Fumariaceae,20,30,3,bigger groups,10,20,20,25,mostly shady,mostly sunny,2,3,March,3,April,4,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,purple,violett,lila|rosa|rot|weiß,25,2
Dianthus Superbus-Hybride 'Farbmix',Pracht-Nelke,Caryophyllaceae,10,30,2,small group,3,10,30,11,mostly shady,very sunny,2,4,June,6,September,9,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa|weiß|violett,20,3
Erigeron karvinskianus 'Blütenmeer',Spanisches Gänseblümchen,Asteraceae,20,30,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,October,10,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,25,4
Eriophorum angustifolium,Schmalblättriges Wollgras,Cyperaceae,20,30,2,small group,3,10,35,8,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,grün,25,4
Festuca ovina 'Eisvogel',Schaf-Schwingel,Poaceae,20,30,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,gelb|grün,25,4
Fritillaria meleagris ,"Schachbrettblume, Kiebitzei",Liliaceae,30,30,2,small group,3,10,15,44,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,white,weiß,weiß,30,3
Fritillaria meleagris 'Alba',Schachbrettblume,Liliaceae,30,30,2,small group,3,10,15,44,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,30,3
Fritillaria uva-vulpis,"Fuchstraube, Glockenlilie",Liliaceae,25,30,2,small group,3,10,10,20,mostly sunny,very sunny,3,4,April,4,April,4,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Braun,braun,gelb|braun,27.5,4
Gaillardia x grandiflora 'Kobold',Kokardenblume,Asteraceae,30,30,2,small group,3,10,30,11,very sunny,very sunny,4,4,July,7,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,red,rot,gelb|rot,30,4
Globularia punctata,Gewöhnliche Kugelblume,Globulariaceae,5,30,2,small group,3,10,25,16,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,blue,blau,violett|blau,17.5,4
Hyssopus officinalis ssp. aristatus,"Zwerg-Ysop, Felsen-Ysop",Lamiaceae,20,30,2,small group,3,10,30,11,very sunny,very sunny,4,4,July,7,August,8,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,blue,blau,blau,25,4
Carex remota,Lockerährige Segge,Cyperaceae,20,30,3,bigger groups,10,20,35,8,very shady,mostly shady,1,2,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,green,grün,gelb|grün,25,2
Lamiastrum galeobdolon 'Florentinum',Silberblättrige Goldnessel,Lamiaceae,20,30,4,very big groups,20,50,35,8,very shady,mostly shady,1,2,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,yellow,gelb,gelb,25,2
Lathyrus vernus,Frühlings-Platterbse,Fabaceae,30,30,2,small group,3,10,35,8,mostly shady,mostly shady,2,2,April,4,May,5,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,pink,rosa,violett|rot|blau,30,2
Lathyrus vernus 'Alboroseus',Frühlings-Platterbse,Fabaceae,30,30,2,small group,3,10,35,8,mostly shady,mostly shady,2,2,April,4,May,5,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rosa|weiß,30,2
Leucojum vernum,"Märzenbecher, Frühlings-Knotenblume",Amaryllidaceae,20,30,2,small group,3,10,10,20,mostly shady,very sunny,2,4,February,2,March,3,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,white,weiß, weiß|grün,25,3
Lithospermum purpurocaeruleum,Purpurblauer Steinsame,Boraginaceae,30,30,4,very big groups,20,50,35,8,mostly shady,very sunny,2,4,May,5,June,6,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,blue,blau,rosa,30,3
Menyanthes trifoliata,"Fieberklee, Bitterklee",Menyanthaceae,20,30,2,small group,3,10,30,11,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,1,toxic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,white,weiß,weiß,25,3
Narcissus poeticus var. recurvus,Pfauenaugen-Narzisse,Amaryllidaceae,30,30,2,small group,3,10,10,100,mostly sunny,very sunny,3,4,May,5,May,5,winterhardy,2,1,toxic,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,gelb|weiß,30,4
Narcissus pseudonarcissus ssp. obvallaris,Tenby-Narzisse,Amaryllidaceae,30,30,2,small group,3,10,10,100,mostly shady,very sunny,2,4,March,3,April,4,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,30,3
Potentilla erecta,"Blutwurz, Tormentill",Rosaceae,15,30,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb,22.5,4
Prunella vulgaris,Kleine Braunelle,Lamiaceae,10,30,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,purple,violett,violett|blau,20,4
Pulmonaria Hybride 'Majeste',Silbriges Lungenkraut,Boraginaceae,25,30,2,small group,3,10,30,11,mostly shady,mostly sunny,2,3,April,4,May,5,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,pink,rosa,blau|rosa,27.5,2
Pulmonaria officinalis 'Dora Bielefeld',Geflecktes Lungenkraut,Boraginaceae,20,30,2,small group,3,10,30,11,mostly shady,mostly sunny,2,3,March,3,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,blue,blau,rosa,25,2
Pulmonaria officinalis ssp. obscura ,Dunkles Lungenkraut,Boraginaceae,20,30,2,small group,3,10,30,11,mostly shady,mostly sunny,2,3,March,3,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,blue,blau,blau|rosa,25,2
Pulmonaria saccharata 'Ocupol',Geflecktes Lungenkraut,Boraginaceae,25,30,2,small group,3,10,30,11,mostly shady,mostly sunny,2,3,April,4,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,27.5,2
Pulmonaria saccharata 'Sissinghurst White',Geflecktes Lungenkraut,Boraginaceae,20,30,2,small group,3,10,30,11,mostly shady,mostly sunny,2,3,March,3,May,5,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,white,weiß,weiß,25,2
Rumex scutatus,Schild-Ampfer,Polygonaceae,25,30,1,alone - very small group,1,3,40,6,mostly shady,very sunny,2,4,June,6,July,7,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,green,grün,weiß|grün,27.5,3
Scabiosa japonica var. alpina,Japanische Berg-Skabiose,Dipsacaceae,20,30,2,small group,3,10,20,25,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,violett,25,4
Sesleria albicans,"Kalk-Kopfgras, Blaugras",Poaceae,20,30,2,small group,3,10,40,6,mostly sunny,very sunny,3,4,April,4,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,white,weiß,grün,25,4
Sesleria caerulea,Moor-Kopfgras,Poaceae,20,30,2,small group,3,10,40,6,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,blau,25,3
Stachys discolor,Kaukasus-Schnee-Ziest,Lamiaceae,20,30,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau, weiß,25,4
Stellaria holostea,Große Sternmiere,Caryophyllaceae,15,30,2,small group,3,10,30,11,mostly shady,very sunny,2,4,April,4,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,white,weiß,weiß,22.5,3
Symphytum grandiflorum,"Kleiner Kaukasus-Beinwell, Wallwurz",Boraginaceae,20,30,4,very big groups,20,50,30,11,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau, weiß,25,3
Symphytum grandiflorum 'Hidcote Blue',"Kleiner Kaukasus-Beinwell, Wallwurz",Boraginaceae,30,30,4,very big groups,20,50,30,11,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,30,3
Thymus vulgaris,Gewürz-Thymian,Lamiaceae,20,30,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,July,7,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,white,weiß,violett,25,4
Tulipa clusiana,Damen-Tulpe,Liliaceae,25,30,2,small group,3,10,10,15,very sunny,very sunny,4,4,April,4,April,4,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,rot,rosa|weiß|rot,27.5,4
Veronica beccabunga,"Bach-Ehrenpreis, Bachbunge",Scrophulariaceae,20,30,2,small group,3,10,35,8,mostly shady,very sunny,2,4,May,5,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,25,3
Ajuga genevensis,Genfer Günsel,Lamiaceae,20,25,3,bigger groups,10,20,25,16,mostly shady,very sunny,2,4,May,5,June,6,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,blue,blau,blau,22.5,3
Allium schoenoprasum,Schnittlauch,Alliaceae,20,25,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,pink,rosa,violett,22.5,4
Allium ursinum,Bärlauch,Alliaceae,25,25,3,bigger groups,10,20,20,25,mostly shady,mostly sunny,2,3,April,4,May,5,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,white,weiß,weiß,25,2
Anemone ranunculoides,Gelbes Windröschen,Ranunculaceae,20,25,2,small group,3,10,20,25,mostly shady,mostly sunny,2,3,March,3,May,5,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,22.5,2
Aster alpinus 'Dunkle Schöne',Alpen-Aster,Asteraceae,25,25,1,alone - very small group,1,3,20,25,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,violett,25,4
Aster alpinus 'Happy End',Alpen-Aster,Asteraceae,25,25,1,alone - very small group,1,3,20,25,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,purple,violett,rosa,25,4
Carex montana,Berg-Segge,Cyperaceae,15,25,2,small group,3,10,30,11,mostly shady,very sunny,2,4,March,3,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,green,grün,gelb,20,3
Convallaria majalis,Maiglöckchen,Convallariaceae,20,25,3,bigger groups,10,20,25,16,mostly shady,mostly sunny,2,3,May,5,June,6,winterhardy,2,3,extremely toxic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,white,weiß,weiß,22.5,2
Helleborus niger,"Christrose, Schneerose",Ranunculaceae,15,25,2,small group,3,10,35,8,mostly shady,very sunny,2,4,January,1,March,3,winterhardy,2,3,extremely toxic,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,white,weiß, weiß,20,3
Lamium maculatum 'Chequers',Purpur-Taubnessel,Lamiaceae,20,25,3,bigger groups,10,20,25,16,very shady,mostly shady,1,2,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,purple,violett,violett|rosa,22.5,2
Linum perenne 'Nanum Saphir',Blauer Stauden-Lein,Linaceae,25,25,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,blue,blau,blau,25,4
Narcissus 'February Gold',Cyclamineus-Narzisse,Amaryllidaceae,25,25,2,small group,3,10,10,20,mostly shady,very sunny,2,4,March,3,March,3,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,25,3
Oenothera missouriensis,Polster-Nachtkerze,Onagraceae,20,25,1,alone - very small group,1,3,45,4,very sunny,very sunny,4,4,June,6,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,yellow,gelb,gelb,22.5,4
Origanum vulgare 'Thumbles Variety',Gelber Dost,Lamiaceae,25,25,2,small group,3,10,30,11,mostly sunny,very sunny,3,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,purple,violett,weiß|violett,25,4
